# Asymptote Network LLC Geofeed, last updated (RFC3339): 2023-10-11T06:15:49+00:00
157.254.171.0/24,US,US-CA,San Jose,
2602:fa67::/48,US,US-CA,San Jose,
2602:fa67:1::/48,US,US-CA,San Jose,
2602:fa67:100::/48,US,US-CA,San Jose,
104.234.4.0/24,US,US-CA,San Jose,
108.165.102.0/24,US,US-CA,San Jose,
70.42.212.0/24,US,US-CA,San Jose,
70.42.213.0/24,US,US-CA,San Jose,
